round,domain,gamma_dist,beta_dist
67,webcam,6.961548933759332e-05,0.0050033088773489
67,dslr,7.890348206274211e-05,0.006899282336235046
68,caltech,8.347240509465337e-05,0.006964203901588917
68,amazon,7.264202577061951e-05,0.005068077705800533
68,webcam,7.095240289345384e-05,0.00507778488099575
68,dslr,8.049947791732848e-05,0.006997863762080669
69,caltech,8.51080403663218e-05,0.0070584844797849655
69,amazon,7.402431219816208e-05,0.0051429541781544685
69,webcam,7.229379843920469e-05,0.005151880439370871
69,dslr,8.210196392610669e-05,0.007095805834978819
70,caltech,8.674920536577702e-05,0.007151993457227945
70,amazon,7.541189552284777e-05,0.0052175261080265045
70,webcam,7.36395304556936e-05,0.005225636065006256
70,dslr,8.371067815460265e-05,0.007193113211542368
71,caltech,8.839296060614288e-05,0.007244915701448917
71,amazon,7.680538692511618e-05,0.005291657987982035
71,webcam,7.498846389353275e-05,0.005299055948853493
71,dslr,8.532751235179603e-05,0.007289811037480831
72,caltech,9.004081948660314e-05,0.007337289396673441
72,amazon,7.820234168320894e-05,0.005365394987165928
72,webcam,7.634094799868762e-05,0.005372178740799427
72,dslr,8.695028373040259e-05,0.007385912351310253
73,caltech,9.169260738417506e-05,0.0074289655312895775
73,amazon,7.960404036566615e-05,0.005438788793981075
73,webcam,7.769846706651151e-05,0.00544495414942503
73,dslr,8.857919601723552e-05,0.007481400854885578
74,caltech,9.335044887848198e-05,0.007519788108766079
74,amazon,8.101086132228374e-05,0.005511917639523745
74,webcam,7.906212704256177e-05,0.005517365876585245
74,dslr,9.021378355100751e-05,0.007576241157948971
75,caltech,9.501291788183153e-05,0.007609876338392496
75,amazon,8.242097101174295e-05,0.005584630183875561
75,webcam,8.043047273531556e-05,0.005589381791651249
75,dslr,9.185352246277034e-05,0.0076704323291778564
76,caltech,9.667890844866633e-05,0.007699276320636272
76,amazon,8.383611566387117e-05,0.005656983703374863
76,webcam,8.180184522643685e-05,0.005661035422235727
76,dslr,9.350068285129964e-05,0.007764024194329977
77,caltech,9.83499048743397e-05,0.007787863723933697
77,amazon,8.525614975951612e-05,0.005729012191295624
77,webcam,8.317659376189113e-05,0.005732299759984016
77,dslr,9.51532565522939e-05,0.007856955751776695
78,caltech,0.00010002692579291761,0.007875585928559303
78,amazon,8.668072405271232e-05,0.0058006662875413895
